~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                       1200.00                  : Start Depth
 STOP.m                       2069.25                  : Stop  Depth
 STEP.m                       0.25                     : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK PETROLEUM                : Company Name
 WELL.                   BILABRI D4                    : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BILABRI                       : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         20/12/2006                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------
DEPTH.m                                      :   0 Depth Hole
TVD.m                                        :   1 True Vertical Depth
ROP_AVG.m/hr                                 :   2 Depth Averaged ROP
GR1AX.API                                    :   3 Gamma Ray - Apparent - Detector 1
RACLX.ohm.m                                  :   4 Resistivity Attenuation - Corrected - 400kHz
RPCHX.ohm.m                                  :   5 Resistivity Phase - Corrected - 2MHz
TCDX.degF                                    :   6 Downhole Temperature
#----------------------------------------------------------------------
~O
Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#----------------------------------------------------------------------
~A
  1605.75        1591.57         41.75        102.1           1.131         1.110       153.5  
  1606.00        1591.83         38.48        102.8           1.125         1.065       153.5  
  1606.25        1592.10         37.94        100.7           1.110         1.029       153.5  
  1606.50        1592.36         40.09         97.8           1.090         1.034       153.5  
  1606.75        1592.49         39.60         96.2           1.063         1.041       153.5  
  1607.00        1592.63         39.09        104.2           1.047         1.041       153.5  
  1607.25        1592.89         41.59         91.9           1.010         1.053       153.5  
  1607.50        1593.15         42.00         99.0           0.987         1.037       153.5  
  1607.75        1593.42         43.19         92.5           0.971         1.005       153.5  
  1608.00        1593.68          2.39         96.8           0.941         0.918       153.5  
  1608.25        1593.79          5.23         97.2           0.919         0.855       153.5  
  1608.50        1593.94          9.31         97.6           0.885         0.836       153.5  
  1608.75        1594.21         16.31         92.4           0.865         0.825       153.5  
  1609.00        1594.47         22.02         88.6           0.847         0.807       153.5  
  1609.25        1594.73         19.12         85.3           0.855         0.825       153.5  
  1609.50        1594.87         17.90         94.3           0.863         0.835       153.5  
  1609.75        1594.99         16.73         91.0           0.880         0.818       153.5  
  1610.00        1595.26         17.31         97.4           0.901         0.797       153.5  
  1610.25        1595.52         34.55        101.3           0.929         0.816       153.5  
  1610.50        1595.78         70.89         99.9           0.963         0.927       153.5  
  1610.75        1596.05         96.86         88.6           0.970         0.969       153.5  
  1611.00        1596.16         94.27         89.6           0.979         1.029       153.5  
  1611.25        1596.37         89.35         91.5           0.990         1.068       153.5  
  1611.50        1596.59         84.44         90.4           1.003         1.116       153.5  
  1611.75        1596.83         78.90         89.6           1.018         1.026       153.5  
  1612.00        1597.02         70.34         89.8           1.030         0.960       153.5  
  1612.25        1597.24         60.51         90.0           1.032         0.931       153.5  
  1612.50        1597.36         54.93         99.0           1.034         0.916       153.5  
  1612.75        1597.62         19.63         95.3           1.045         0.957       153.5  
  1613.00        1597.88         42.46         91.5           1.053         0.982       153.5  
  1613.25        1598.14        126.66        111.7           1.057         0.993       153.5  
  1613.50        1598.41        174.90        103.3           1.061         1.005       153.5  
  1613.75        1598.53        112.40         98.5           1.069         1.029       153.5  
  1614.00        1598.67         37.65         87.7           1.072         1.071       153.6  
  1614.25        1598.93         31.73         93.3           1.074         1.103       153.6  
  1614.50        1599.19         28.43         92.2           1.093         1.129       153.7  
  1614.75        1599.45         26.33         90.5           1.108         1.117       153.7  
  1615.00        1599.60         24.55         91.9           1.126         1.103       153.8  
  1615.25        1599.71         23.12         93.8           1.143         1.090       153.8  
  1615.50        1599.98         17.44         84.6           1.152         1.116       153.9  
  1615.75        1600.24          8.56         79.2           1.166         1.155       153.9  
  1616.00        1600.50         13.08         99.0           1.178         1.196       154.0  
  1616.25        1600.76         17.30         95.7           1.187         1.196       154.0  
  1616.50        1600.88         20.78         91.9           1.195         1.204       154.0  
  1616.75        1601.02         24.58         91.9           1.200         1.209       154.1  
  1617.00        1601.28         27.28         93.8           1.201         1.301       154.1  
  1617.25        1601.54         22.81        102.3           1.201         1.370       154.2  
  1617.50        1601.80         18.37        100.1           1.189         1.251       154.2  
  1617.75        1601.96         18.08         98.5           1.174         1.251       154.3  
  1618.00        1602.07         17.88         85.8           1.165         1.182       154.3  
  1618.25        1602.33         19.63         91.9           1.142         1.169       154.4  
  1618.50        1602.59         16.32         93.8           1.131         1.169       154.4  
  1618.75        1602.85         17.06         93.8           1.127         1.124       154.5  
  1619.00        1603.11         20.37         96.5           1.114         1.084       154.5  
  1619.25        1603.24         22.13        100.9           1.103         1.097       154.5  
  1619.50        1603.37         23.90         88.2           1.095         1.084       154.6  
  1619.75        1603.63         25.84         91.0           1.084         1.112       154.6  
  1620.00        1603.89         28.57         97.6           1.069         1.169       154.7  
  1620.25        1604.15         25.33         98.5           1.067         1.128       154.7  
  1620.50        1604.41         23.39         89.1           1.065         1.078       154.8  
  1620.75        1604.52         21.99         93.0           1.070         1.053       154.8  
  1621.00        1604.67         20.07         96.5           1.066         1.116       154.9  
  1621.25        1604.93         18.51         99.5           1.055         1.196       154.9  
  1621.50        1605.19         19.93         92.6           1.070         1.097       155.0  
  1621.75        1605.45         20.18         88.2           1.060         1.155       155.0  
  1622.00        1605.59         18.94         92.2           1.058         1.183       155.0  
  1622.25        1605.71         17.82         91.0           1.056         1.209       155.1  
  1622.50        1605.97         18.03         91.9           1.065         1.084       155.1  
  1622.75        1606.23         18.47         99.0           1.061         1.095       155.2  
  1623.00        1606.49         18.62         95.7           1.058         1.102       155.2  
  1623.25        1606.75         20.48         97.1           1.055         1.110       155.3  
  1623.50        1606.86         21.91         97.8           1.053         1.118       155.3  
  1623.75        1607.01         23.71         98.8           1.049         1.129       155.4  
  1624.00        1607.27         24.66         99.8           1.052         1.065       155.4  
  1624.25        1607.53         20.17        100.9           1.050         1.090       155.5  
  1624.50        1607.78         17.52         97.6           1.048         1.102       155.5  
  1624.75        1607.93         16.82        101.8           1.051         1.129       155.5  
  1625.00        1608.04         16.22        100.9           1.057         1.129       155.6  
  1625.25        1608.30         25.46        100.9           1.076         1.129       155.6  
  1625.50        1608.56         24.20         99.0           1.084         1.142       155.7  
  1625.75        1608.82         18.88         95.2           1.103         1.101       155.7  
  1626.00        1609.08         22.29         98.2           1.114         1.078       155.8  
  1626.25        1609.20         20.84        100.9           1.136         1.090       155.8  
  1626.50        1609.34         19.18         85.3           1.164         1.142       155.9  
  1626.75        1609.60         18.21         91.0           1.167         1.182       155.9  
  1627.00        1609.85         18.09         83.9           1.181         1.227       156.0  
  1627.25        1610.11         16.59         87.7           1.194         1.265       156.0  
  1627.50        1610.26         15.66         88.3           1.206         1.303       156.0  
  1627.75        1610.37         14.95         89.2           1.218         1.341       156.1  
  1628.00        1610.63         13.99         90.2           1.231         1.380       156.1  
  1628.25        1610.89         13.67         91.2           1.238         1.401       156.2  
  1628.50        1611.15         13.94         92.1           1.261         1.294       156.3  
  1628.75        1611.40         12.88         93.3           1.276         1.223       156.3  
  1629.00        1611.53         13.04         90.5           1.276         1.295       156.3  
  1629.25        1611.66         13.21         86.3           1.261         1.381       156.3  
  1629.50        1611.92         10.97         88.1           1.249         1.449       156.3  
  1629.75        1612.18          8.75         89.1           1.253         1.386       156.3  
  1630.00        1612.44          9.07         94.9           1.251         1.342       156.3  
  1630.25        1612.59         10.61         97.1           1.247         1.279       156.3  
  1630.50        1612.69         11.67        105.1           1.242         1.196       156.3  
  1630.75        1612.95         12.95        100.2           1.240         1.159       156.3  
  1631.00        1613.21         17.05         93.1           1.237         1.116       156.3  
  1631.25        1613.43         15.59         86.7           1.231         1.101       156.3  
  1631.50        1613.72         13.70         87.4           1.228         1.090       156.3  
  1631.75        1613.85         13.86         87.7           1.224         1.116       156.3  
  1632.00        1613.98         14.02         98.5           1.217         1.182       156.3  
  1632.25        1614.24         13.74         97.7           1.214         1.201       156.3  
  1632.50        1614.49         12.95         95.2           1.213         1.207       156.3  
  1632.75        1614.75         14.35         92.4           1.215         1.204       156.3  
  1633.00        1615.01         14.76         89.7           1.217         1.201       156.3  
  1633.25        1615.12         14.73         90.1           1.220         1.198       156.3  
  1633.50        1615.27         14.70         90.6           1.222         1.195       156.3  
  1633.75        1615.52         14.21         91.0           1.224         1.192       156.3  
  1634.00        1615.78         14.90         91.5           1.226         1.190       156.3  
  1634.25        1616.03         16.94         91.9           1.229         1.187       156.3  
  1634.50        1616.17         17.89         92.4           1.231         1.184       156.3  
  1634.75        1616.29         18.73         92.8           1.233         1.181       156.3  
  1635.00        1616.55         17.44         93.3           1.235         1.178       156.3  
  1635.25        1616.80         14.88         93.7           1.237         1.176       156.3  
  1635.50        1617.06         17.36         94.1           1.240         1.173       156.3  
  1635.75        1617.32         21.66         94.6           1.243         1.169       156.3  
  1636.00        1617.43         22.96         95.0           1.245         1.171       156.3  
  1636.25        1617.57         24.53         95.5           1.248         1.177       156.3  
  1636.50        1617.83         26.03         95.9           1.251         1.182       156.3  
  1636.75        1618.08         26.72         96.2           1.256         1.165       156.3  
  1637.00        1618.34         25.30         94.7           1.259         1.155       156.3  
  1637.25        1618.48         24.46         93.8           1.270         1.155       156.3  
  1637.50        1618.60         23.78         92.0           1.280         1.155       156.3  
  1637.75        1618.85         22.78         90.5           1.283         1.196       156.3  
  1638.00        1619.11         23.02         93.3           1.285         1.201       156.3  
  1638.25        1619.36         23.61         95.2           1.288         1.212       156.3  
  1638.50        1619.62         27.86         99.0           1.293         1.223       156.3  
  1638.75        1619.74         28.64         97.3           1.294         1.230       156.3  
  1639.00        1619.87         29.50         94.8           1.295         1.237       156.3  
  1639.25        1620.13         26.99         92.9           1.287         1.232       156.3  
  1639.50        1620.38         25.21         94.0           1.275         1.223       156.3  
  1639.75        1620.64         21.25         94.7           1.270         1.231       156.3  
  1640.00        1620.78         22.40         90.0           1.265         1.237       156.3  
  1640.25        1620.89         23.24         86.3           1.255         1.212       156.3  
  1640.50        1621.15          9.99         81.6           1.248         1.196       156.3  
  1640.75        1621.41          7.98         83.7           1.242         1.169       156.3  
  1641.00        1621.62          6.39         87.5           1.241         1.169       156.3  
  1641.25        1621.91          4.18         89.6           1.241         1.169       156.3  
  1641.50        1622.04          4.72         94.3           1.241         1.169       156.3  
  1641.75        1622.16          5.26         93.1           1.241         1.179       156.3  
  1642.00        1622.42          3.57         91.5           1.242         1.187       156.3  
  1642.25        1622.67          3.56         95.3           1.242         1.194       156.3  
  1642.50        1622.93         34.04        100.9           1.243         1.202       156.3  
  1642.75        1623.08         46.29         99.7           1.236         1.209       156.3  
  1643.00        1623.29         63.04         97.1           1.234         1.182       156.3  
  1643.25        1623.50         79.80         97.3           1.230         1.142       156.3  
  1643.50        1623.69         95.32         97.6           1.230         1.103       156.3  
  1643.75        1623.94         73.62         96.1           1.229         1.053       156.3  
  1644.00        1624.20         53.70         94.7           1.212         1.107       156.3  
  1644.25        1624.33         45.38         93.0           1.201         1.142       156.4  
  1644.50        1624.45         37.74         91.5           1.192         1.155       156.5  
  1644.75        1624.70         31.13        104.6           1.194         1.155       156.5  
  1645.00        1624.96         30.48        102.8           1.195         1.155       156.6  
  1645.25        1625.21         30.10        103.3           1.193         1.142       156.7  
  1645.50        1625.46         29.27        104.0           1.192         1.154       156.7  
  1645.75        1625.58         28.41        105.1           1.184         1.172       156.8  
  1646.00        1625.72         27.33        104.0           1.180         1.182       156.8  
  1646.25        1625.97         25.86        102.8           1.174         1.148       156.9  
  1646.50        1626.22         25.72         99.8           1.170         1.116       157.0  
  1646.75        1626.48         26.56         97.8           1.166         1.102       157.0  
  1647.00        1626.61         28.05         95.8           1.164         1.084       157.1  
  1647.25        1626.73         29.30         97.6           1.165         1.085       157.1  
  1647.50        1626.98         29.22        102.7           1.165         1.103       157.2  
  1647.75        1627.23         28.55        105.1           1.160         1.116       157.3  
  1648.00        1627.49         26.49        101.3           1.152         1.122       157.3  
  1648.25        1627.74         25.10         99.9           1.149         1.126       157.4  
  1648.50        1627.86         25.23         99.0           1.147         1.129       157.5  
  1648.75        1627.99         25.38        102.8           1.152         1.087       157.5  
  1649.00        1628.24         25.73        105.1           1.157         1.065       157.6  
  1649.25        1628.50         26.97         98.2           1.156         1.080       157.6  
  1649.50        1628.75         26.16         99.2           1.154         1.116       157.7  
  1649.75        1628.89         26.59        104.8           1.160         1.116       157.8  
  1650.00        1629.00         26.92        107.0           1.161         1.125       157.8  
  1650.25        1629.25         28.16        109.4           1.164         1.142       157.9  
  1650.50        1629.50         28.77        103.7           1.162         1.159       157.9  
  1650.75        1629.75         27.26         98.0           1.161         1.169       158.0  
  1651.00        1630.01         25.59        100.4           1.158         1.636       158.1  
  1651.25        1630.13         25.17        104.2           1.150         1.491       158.1  
  1651.50        1630.26         24.72        107.9           1.139         1.142       158.2  
  1651.75        1630.51         25.68         91.0           1.136         1.118       158.3  
  1652.00        1630.76         27.14        100.9           1.131         1.098       158.3  
  1652.25        1631.01         24.56        100.2           1.127         1.079       158.4  
  1652.50        1631.16         23.04         99.5           1.077         1.065       158.4  
  1652.75        1631.26         21.97         98.5           1.066         1.081       158.5  
  1653.00        1631.51         19.13         98.2           1.097         1.090       158.6  
  1653.25        1631.76         16.56         97.6           1.094         1.065       158.6  
  1653.50        1632.02         15.12         99.0           1.089         1.041       158.7  
  1653.75        1632.27         14.69        112.7           1.085         1.029       158.7  
  1654.00        1632.39         14.33         99.9           1.084         1.034       158.8  
  1654.25        1632.52         13.98        100.1           1.082         1.040       158.9  
  1654.50        1632.77         14.58        100.7           1.079         1.047       158.9  
  1654.75        1633.02         15.22        101.3           1.077         1.053       159.0  
  1655.00        1633.27         14.29        101.9           1.069         1.060       159.0  
  1655.25        1633.52         14.15        102.4           1.063         1.065       159.0  
  1655.50        1633.63         15.47        102.8           1.067         1.053       159.0  
  1655.75        1633.77         17.21        105.6           1.068         1.032       159.0  
  1656.00        1634.02         15.13        106.6           1.069         1.017       159.0  
  1656.25        1634.27         16.60        107.8           1.064         1.030       159.0  
  1656.50        1634.52         17.54        109.0           1.059         1.041       159.0  
  1656.75        1634.65         17.87        109.8           1.056         1.065       159.0  
  1657.00        1634.77         18.17         99.9           1.054         1.065       159.0  
  1657.25        1635.02         17.95         99.4           1.053         1.065       159.0  
  1657.50        1635.27         18.43         99.0           1.025         1.065       159.0  
  1657.75        1635.52         20.72         26.9           0.997         1.029       159.0  
  1658.00        1635.77         19.63         53.1           0.967         1.059       159.0  
  1658.25        1635.88         20.67         78.4           0.934         1.090       159.0  
  1658.50        1636.02         21.93         97.6           0.808         1.142       159.0  
  1658.75        1636.27         23.03         63.9           0.725         1.078       159.0  
  1659.00        1636.51         19.71         31.1           0.655         0.905       159.0  
  1659.25        1636.76         16.62         98.0           0.579         0.719       159.0  
  1659.50        1636.90         20.48        100.3           0.610         0.672       159.0  
  1659.75        1637.01         23.58        102.8           0.683         0.735       159.0  
  1660.00        1637.31          9.54         98.0           0.687         0.934       159.0  
  1660.25        1637.51          0.06         99.9           0.735         1.196       159.0  
  1660.50        1637.76          4.45         91.0           0.616         0.783       159.0  
  1660.75        1638.01          8.32         95.1           0.658         0.666       159.0  
  1661.00        1638.13         10.53         86.4           0.670         0.668       159.0  
  1661.25        1638.26         12.98         86.7           0.683         0.669       159.0  
  1661.50        1638.51         16.88         86.9           0.695         0.671       159.0  
  1661.75        1638.75         12.14         87.2           0.708         0.672       159.0  
  1662.00        1639.00         11.82         87.4           0.720         0.673       159.0  
  1662.25        1639.15         13.33         87.6           0.733         0.675       159.0  
  1662.50        1639.25         14.44         87.9           0.745         0.676       159.0  
  1662.75        1639.50         15.22         88.1           0.758         0.678       159.0  
  1663.00        1639.75         16.30         88.3           0.773         0.680       159.0  
  1663.25        1640.00         19.41         88.6           0.770         0.690       159.0  
  1663.50        1640.24         19.45         88.8           0.765         0.704       159.0  
  1663.75        1640.37         18.86         89.1           0.762         0.711       159.0  
  1664.00        1640.49         18.26         90.8           0.774         0.761       159.0  
  1664.25        1640.74         19.62         92.9           0.821         0.924       158.7  
  1664.50        1640.99         20.51         93.9           0.872         1.103       158.5  
  1664.75        1641.24         19.29         94.7           0.898         1.096       158.3  
  1665.00        1641.48         20.41         97.0           0.917         1.090       158.1  
  1665.25        1641.59         20.13         98.5           0.916         1.090       157.9  
  1665.50        1641.73         19.73         96.6           0.915         1.090       157.7  
  1665.75        1641.98         20.35         94.9           0.873         0.960       157.5  
  1666.00        1642.23         20.10         91.5           0.855         0.914       157.3  
  1666.25        1642.47         20.11         96.9           0.827         0.839       157.1  
  1666.50        1642.60         19.69        104.6           0.810         0.764       156.9  
  1666.75        1642.72         19.30        100.3           0.749         0.703       156.8  
  1667.00        1642.97         17.18         96.6           0.717         0.982       156.6  
  1667.25        1643.22         14.72         96.2           0.713         1.056       156.4  
  1667.50        1643.46         19.35         73.2           0.705         1.155       156.2  
  1667.75        1643.71         15.38         45.7           0.697         0.814       156.0  
  1668.00        1643.82         15.19         97.1           0.690         0.567       155.8  
  1668.25        1643.96         14.94         98.2           0.694         0.673       155.6  
  1668.50        1644.20         15.11         99.9           0.696         0.769       155.4  
  1668.75        1644.43         19.59         99.6           0.696         0.866       155.2  
  1669.00        1644.63         23.67         99.3           0.696         0.927       155.0  
  1669.25        1644.83         27.75         99.0           0.697         0.841       154.8  
  1669.50        1645.04         31.83         97.7           0.697         0.779       154.6  
  1669.75        1645.19         53.60         96.3           0.698         0.727       154.4  
  1670.00        1645.44         53.32         94.7           0.700         0.753       154.2  
  1670.25        1645.69         14.00         93.3           0.658         0.916       154.0  
  1670.50        1645.93         16.14        100.6           0.698         0.877       153.9  
  1670.75        1646.05         18.42        101.3           0.761         0.816       153.7  
  1671.00        1646.18         21.07         95.6           0.762         0.885       153.5  
  1671.25        1646.43         24.74         94.3           0.796         0.845       153.6  
  1671.50        1646.67         26.50         92.9           0.824         0.905       153.7  
  1671.75        1646.92         25.98         98.1           0.843         1.033       153.8  
  1672.00        1647.06         26.57        103.7           0.864         1.086       153.9  
  1672.25        1647.16         27.02         98.5           0.881         1.129       154.0  
  1672.50        1647.41         25.62         96.5           0.924         1.065       154.1  
  1672.75        1647.66         26.09         93.3           0.940         1.049       154.1  
  1673.00        1647.90         26.45         95.2           0.956         1.032       154.2  
  1673.25        1648.15         27.28         98.0           0.970         1.017       154.3  
  1673.50        1648.27         26.66         98.0           0.970         0.982       154.4  
  1673.75        1648.39         26.01         98.0           0.971         0.965       154.5  
  1674.00        1648.64         24.70        100.1           0.971         0.943       154.6  
  1674.25        1648.89         24.03        103.7           0.972         0.927       154.6  
  1674.50        1649.13         23.86        101.0           0.957         0.971       154.7  
  1674.75        1649.28         24.51         97.1           0.958         0.951       154.8  
  1675.00        1649.38         24.97         95.2           0.958         0.927       154.9  
  1675.25        1649.62         21.57         93.3           0.972         1.017       155.0  
  1675.50        1649.87         22.59        100.9           0.969         1.011       155.1  
  1675.75        1650.11         23.58        105.6           0.962         1.001       155.2  
  1676.00        1650.36         23.93        101.6           0.958         0.994       155.2  
  1676.25        1650.48         23.28         99.9           0.972         0.875       155.3  
  1676.50        1650.60         22.65         97.1           0.962         0.946       155.4  
  1676.75        1650.85         18.76         94.8           0.947         1.053       155.5  
  1677.00        1651.09         16.95         91.9           0.950         1.002       155.6  
  1677.25        1651.34         16.66         95.5           0.953         0.960       155.7  
  1677.50        1651.58         19.60         97.6           0.956         0.960       155.7  
  1677.75        1651.69         20.12         88.6           0.958         0.960       155.8  
  1678.00        1651.83         20.81         93.0           0.966         0.966       155.9  
  1678.25        1652.07         19.16        101.3           0.973         0.972       156.0  
  1678.50        1652.32         18.01        102.2           0.980         0.977       156.1  
  1678.75        1652.56         18.01        103.6           0.987         0.983       156.2  
  1679.00        1652.69         17.95        105.0           0.994         0.988       156.2  
  1679.25        1652.81         17.90        106.4           1.001         0.994       156.3  
  1679.50        1653.05         17.37        107.8           1.006         0.994       156.4  
  1679.75        1653.30         17.04        109.2           1.011         0.994       156.5  
  1680.00        1653.54         19.34        110.3           0.987         0.994       156.6  
  1680.25        1653.79         21.76         94.9           0.993         0.994       156.7  
  1680.50        1653.90         21.42         86.3           1.002         0.994       156.7  
  1680.75        1654.03         21.01        105.1           1.009         0.994       156.8  
  1681.00        1654.28         24.53         93.8           1.001         0.994       156.9  
  1681.25        1654.52         25.97         91.7           0.998         0.980       157.0  
  1681.50        1654.76         26.42         96.2           0.992         0.960       157.1  
  1681.75        1654.90         26.53         97.1           0.989         0.960       157.2  
  1682.00        1655.01         26.62         92.8           0.986         0.960       157.3  
  1682.25        1655.25         27.91         90.5           0.984         0.960       157.3  
  1682.50        1655.50         28.20         95.6           0.976         0.971       157.4  
  1682.75        1655.74         26.77         99.9           0.972         0.963       157.5  
  1683.00        1655.98         26.00         95.2           0.968         0.954       157.6  
  1683.25        1656.10         25.87         89.1           0.966         0.949       157.7  
  1683.50        1656.23         25.73         90.8           0.964         0.949       157.8  
  1683.75        1656.47         23.08         92.9           0.961         0.954       157.8  
  1684.00        1656.71         22.28         92.9           0.957         0.960       157.9  
  1684.25        1656.96         22.35         92.9           0.958         0.955       158.0  
  1684.50        1657.10         22.93         93.1           0.959         0.949       158.1  
  1684.75        1657.20         23.36         93.3           0.957         0.954       158.2  
  1685.00        1657.44         22.27         94.1           0.955         0.960       158.3  
  1685.25        1657.69         23.89         94.7           0.958         0.949       158.3  
  1685.50        1657.93         24.04         95.4           0.958         0.951       158.4  
  1685.75        1658.17         24.73         95.7           0.958         0.956       158.5  
  1686.00        1658.29         24.92         99.5           0.957         0.960       158.6  
  1686.25        1658.42         25.11         96.7           0.958         0.960       158.7  
  1686.50        1658.66         25.20         91.5           0.954         0.960       158.8  
  1686.75        1658.90         26.28         88.6           0.953         0.956       158.9  
  1687.00        1659.15         22.08         90.5           0.952         0.949       159.0  
  1687.25        1659.39         22.28         86.7           0.951         0.958       159.0  
  1687.50        1659.49         23.24         94.3           0.958         0.971       159.0  
  1687.75        1659.63         24.57         93.7           0.961         0.960       159.0  
  1688.00        1659.87         23.33         93.3           0.959         0.960       159.0  
  1688.25        1660.12         23.02         95.2           0.964         0.968       159.0  
  1688.50        1660.29         41.71         95.2           0.970         0.982       159.0  
  1688.75        1660.48         63.67         92.9           0.968         0.982       159.0  
  1689.00        1660.60         76.56         95.0           0.969         0.981       159.0  
  1689.25        1660.84         56.31         98.7           0.969         0.980       159.0  
  1689.50        1661.09         37.79         98.9           0.970         0.979       159.0  
  1689.75        1661.33         20.35         99.0           0.971         0.978       159.0  
  1690.00        1661.57         17.77         99.1           0.972         0.978       159.0  
  1690.25        1661.68         20.49         99.3           0.973         0.977       159.0  
  1690.50        1661.81         23.95         99.4           0.974         0.976       159.0  
  1690.75        1662.06         25.85         99.6           0.975         0.975       159.0  
  1691.00        1662.30         29.36         99.7           0.976         0.975       159.0  
  1691.25        1662.54         28.59         99.9           0.976         0.974       159.0  
  1691.50        1662.67         27.65        100.0           0.977         0.973       159.0  
  1691.75        1662.78         26.85        100.2           0.978         0.972       159.0  
  1692.00        1663.03         25.80        100.3           0.979         0.971       159.0  
  1692.25        1663.27         26.57        100.4           0.980         0.971       159.0  
  1692.50        1663.51         26.32        100.6           0.990         0.982       159.0  
  1692.75        1663.75         26.39        100.7           0.997         0.990       159.0  
  1693.00        1663.87         26.30        100.9           1.001         0.994       159.0  
  1693.25        1664.00         26.20         99.5           1.021         1.005       159.0  
  1693.50        1664.24         24.76         97.6           1.034         1.030       159.0  
  1693.75        1664.48         24.31        102.4           1.048         1.051       159.0  
  1694.00        1664.72         24.72        109.4           1.055         1.072       159.0  
  1694.25        1664.86         22.88        105.0           1.082         1.090       159.0  
  1694.50        1664.97         21.45        100.4           1.100         1.115       159.0  
  1694.75        1665.21         19.23        100.6           1.115         1.136       159.0  
  1695.00        1665.45         16.06        100.9           1.129         1.155       159.0  
  1695.25        1665.70         15.34         66.9           1.152         1.116       159.0  
  1695.50        1665.94         16.84          5.7           1.164         1.127       159.0  
  1695.75        1666.06         16.66         39.1           1.196         1.155       159.0  
  1696.00        1666.18         16.46         90.5           1.200         1.181       159.0  
  1696.25        1666.42         15.26         93.5           1.209         1.237       159.0  
  1696.50        1666.67         14.64         97.1           1.224         1.242       159.0  
  1696.75        1666.91         10.02         96.6           1.242         1.248       159.0  
  1697.00        1667.05          9.99         96.2           1.254         1.251       159.0  
  1697.25        1667.15          9.96         95.5           1.264         1.266       159.0  
  1697.50        1667.45         38.90         94.7           1.267         1.249       159.0  
  1697.75        1667.65         58.27         93.2           1.270         1.230       159.0  
  1698.00        1667.85         77.64         90.5           1.273         1.209       159.0  
  1698.25        1668.12        104.41         90.2           1.268         1.216       159.0  
  1698.50        1668.24         91.29         89.9           1.264         1.223       159.0  
  1698.75        1668.36         78.50         89.6           1.261         1.241       159.0  
  1699.00        1668.61         44.67         90.3           1.256         1.266       159.0  
  1699.25        1668.85         19.00         91.0           1.255         1.266       159.0  
  1699.50        1669.09         11.08         92.9           1.253         1.266       159.0  
  1699.75        1669.33         17.78         94.7           1.258         1.245       159.0  
  1700.00        1669.44         20.33         93.0           1.262         1.223       159.0  
  1700.25        1669.58         23.73         91.9           1.264         1.223       159.0  
  1700.50        1669.82         28.81         96.8           1.266         1.229       159.1  
  1700.75        1670.06         30.43        100.4           1.269         1.238       159.1  
  1701.00        1670.30         29.44        100.7           1.273         1.251       159.2  
  1701.25        1670.43         28.66        100.9           1.276         1.261       159.2  
  1701.50        1670.55         27.97        100.4           1.281         1.280       159.3  
  1701.75        1670.79         30.44         99.9           1.283         1.280       159.4  
  1702.00        1671.03         30.97         95.9           1.287         1.280       159.4  
  1702.25        1671.27         30.04         89.6           1.289         1.280       159.5  
  1702.50        1671.52         33.52         90.2           1.291         1.280       159.5  
  1702.75        1671.63         32.03         91.0           1.292         1.269       159.6  
  1703.00        1671.76         30.21         97.7           1.292         1.258       159.6  
  1703.25        1672.00         29.04        104.2           1.293         1.251       159.7  
  1703.50        1672.24         29.03        105.4           1.217         1.257       159.7  
  1703.75        1672.49         27.10        106.5           1.082         1.267       159.8  
  1704.00        1672.62         26.62         96.6           1.142         1.276       159.9  
  1704.25        1672.73         26.23         86.7           1.204         1.286       159.9  
  1704.50        1672.97         26.34         91.1           1.264         1.295       160.0  
  1704.75        1673.21         26.62         96.1           1.247         1.269       160.0  
  1705.00        1673.46         27.50        101.1           1.225         1.237       160.1  
  1705.25        1673.70         28.27        104.6           1.228         1.212       160.1  
  1705.50        1673.81         28.95         95.8           1.232         1.182       160.2  
  1705.75        1673.94         29.72         86.7           1.221         1.177       160.2  
  1706.00        1674.18         30.70         89.4           1.212         1.173       160.3  
  1706.25        1674.43         32.07         94.3           1.203         1.169       160.4  
  1706.50        1674.67         31.62         94.9           1.192         1.153       160.4  
  1706.75        1674.81         31.23         95.7           1.185         1.142       160.5  
  1707.00        1674.91         30.94         96.2           1.170         1.093       160.5  
  1707.25        1675.16         30.03         88.9           1.159         1.054       160.6  
