Depth	TVD	ROP	WOB	RPM   Torque  Pump Pres	GPM	Temp In	Temp Out		
979	978.9	43.06	14.62	89	8	1436	630	103	104
980	979.9	21.79	17.21	99	9	1581	699	103	104
981	980.9	26.59	16.94	99	9	1584	699	103	104
982	981.9	24.9	13.68	99	7	1581	699	103	104
983	982.9	25.43	13.56	99	7	1581	699	103	104
984	983.9	44.81	12.4	99	8	1575	700	103	104
985	984.9	26.61	13.14	99	8	1582	700	103	104
986	985.9	27.14	12.85	99	8	1546	693	103	104
987	986.9	32.56	16.23	100	9	1464	692	103	104
988	987.9	41.51	17.51	100	9	1421	692	103	104
989	988.9	37.78	15.49	100	7	1541	691	103	104
990	989.9	38.21	17.75	100	8	1526	692	103	105
991	990.9	40.25	15.7	100	8	1557	692	103	105
992	991.9	32.97	18.51	100	7	1547	692	103	105
993	992.9	37.98	19.33	100	8	1553	691	103	105
994	993.9	34.85	17.65	100	7	1553	692	103	105
995	994.9	30.15	9.87	100	6	1555	691	103	105
996	995.9	48.95	15.31	100	6	1560	692	103	105
997	996.9	47.87	18.12	100	7	1533	692	103	105
998	997.9	30.33	16.19	99	7	1558	692	103	105
999	998.9	17.55	9.45	99	6	1552	691	103	105
1000	999.9	16.81	12.81	99	6	1558	691	103	105
1001	1000.9	16.66	14.51	99	6	1554	692	103	105
1002	1001.9	30.04	7.97	89	6	1553	692	103	105
1003	1002.9	25.52	6.38	89	5	1550	691	103	105
1004	1003.9	28.69	5.69	89	5	1550	691	103	105
1005	1004.9	30.04	7.85	89	6	1562	690	103	105
1006	1005.9	42.3	9.87	99	6	1568	692	104	105
1007	1006.9	106.68	12.46	100	6	1587	692	104	105
1008	1007.9	82.92	18.81	99	7	1595	692	104	105
1009	1008.9	62.16	18.58	89	6	1412	629	104	105
1010	1009.9	42.87	18.79	99	7	1571	700	104	105
1011	1010.9	30.89	16.31	99	6	1561	700	104	105
1012	1011.9	30.55	14.02	99	6	1593	700	104	105
1013	1012.9	59.22	14	99	6	1554	699	104	105
1014	1013.9	57.95	13.78	99	6	1554	699	104	105
1015	1014.9	50.32	13.08	99	6	1553	699	104	105
1016	1015.9	73.48	10.28	99	6	1577	700	104	105
1017	1016.9	73.73	8.84	100	8	1603	702	104	105
1018	1017.9	68.72	7.71	89	10	1457	631	104	105
1019	1018.9	53.86	7.24	99	12	1606	703	104	105
1020	1019.9	84.6	6.27	99	11	1610	703	104	105
1021	1020.9	75.96	10.81	99	12	1609	702	104	105
1022	1021.9	60.87	6.91	99	11	1623	702	104	105
1023	1022.9	63.8	11.63	99	11	1609	702	104	105
1024	1023.9	61.06	9.59	99	6	1602	702	104	105
1025	1024.9	53.06	10.64	98	6	1639	702	104	105
1026	1025.9	37.69	10.11	98	6	1641	702	104	105
1027	1026.9	52.29	10.46	98	6	1639	702	104	105
1028	1027.9	47.56	12.61	98	8	1644	702	104	105
1029	1028.9	61.52	13.86	98	8	1648	702	104	105
1030	1029.9	108.63	15.17	98	8	1629	702	104	105
1031	1030.9	66.98	13.67	98	7	1634	702	104	106
1032	1031.9	50.65	10.43	98	7	1663	702	104	106
1033	1032.9	86.19	7.96	88	7	1484	632	104	106
1034	1033.9	95.86	12.19	98	9	1651	702	104	106
1035	1034.9	68.07	13.04	98	7	1645	702	104	106
1036	1035.9	69.88	16.03	98	8	1642	702	104	106
1037	1036.9	46.18	15.57	98	8	1642	702	104	106
1038	1037.9	36.39	15.13	98	7	1667	702	104	106
1039	1038.9	27.93	9.91	98	7	1659	702	104	106
1040	1039.9	75.45	11.51	98	8	1669	702	104	106
1041	1040.9	90.44	12.07	98	8	1657	702	104	106
1042	1041.9	68.47	15.3	98	8	1654	702	104	106
1043	1042.9	110.73	11.42	100	6	1674	704	104	106
1044	1043.9	120.23	16.65	100	7	1657	704	104	106
1045	1044.9	81.14	16.8	99	8	1661	704	104	106
1046	1045.9	54.08	12.55	99	7	1671	704	104	106
1047	1046.9	60.18	14.66	99	8	1674	704	104	106
1048	1047.9	60.1	11.33	99	9	1667	704	105	106
1049	1048.9	57.45	10.62	99	10	1636	704	105	106
1050	1049.9	64.9	9.72	99	9	1654	698	105	106
1051	1050.9	116.66	11.33	90	9	1445	622	105	106
1052	1051.9	131.88	15.47	89	12	1458	621	105	106
1053	1052.9	38.98	14.1	98	11	1647	692	105	106
1054	1053.9	59.62	13.69	98	11	1670	692	105	106
1055	1054.9	82.75	13.47	96	14	1688	696	105	106
1056	1055.9	68.7	11.79	97	13	1669	698	105	106
1057	1056.9	64.94	13.97	97	11	1697	699	105	106
1058	1057.9	56.17	11.42	97	11	1683	699	105	106
1059	1058.9	55.91	13.95	97	12	1678	699	105	106
1060	1059.9	30.28	13	98	8	1690	699	105	106
1061	1060.9	30.97	13.92	98	8	1688	699	105	106
1062	1061.9	31.03	14	98	7	1681	699	105	107
1063	1062.9	46.32	15.47	98	7	1697	699	105	107
1064	1063.9	24.84	13.34	98	7	1694	699	105	107
1065	1064.9	22.63	14.31	98	7	1686	699	105	107
1066	1065.9	22.12	13.05	98	6	1698	699	105	107
1067	1066.9	19.64	15.11	98	7	1697	699	105	107
1068	1067.9	18.16	14.58	98	6	1709	699	105	107
1069	1068.9	24.63	13.51	98	6	1704	699	105	107
1070	1069.9	20.19	12.63	98	7	1711	699	105	107
1071	1070.9	19.83	14.57	98	7	1702	697	105	107
1072	1071.9	54.22	13.76	100	7	1687	692	105	107
1073	1072.9	21.04	15.67	98	7	1701	692	105	107
1074	1073.9	20.79	15.98	98	7	1705	692	106	107
1075	1074.9	32.57	17.81	98	8	1710	692	106	107
1076	1075.9	22.82	15.26	98	7	1711	692	106	107
1077	1076.9	30.36	16.95	98	7	1714	692	106	107
1078	1077.9	21.75	16.75	98	7	1710	692	106	107
1079	1078.9	27.05	20.04	98	8	1716	692	106	107
1080	1079.9	16.69	15.69	98	7	1714	692	106	107
1081	1080.9	36.12	12.75	98	7	1732	692	106	107
1082	1081.9	27.45	13.75	98	7	1717	692	106	107
1083	1082.9	28.63	13.25	98	7	1718	692	106	107
1084	1083.9	30.37	13.81	98	7	1720	692	106	107
1085	1084.9	25.46	18.48	98	7	1726	692	106	107
1086	1085.9	21.47	16.12	98	7	1744	692	106	107
1087	1086.9	27.23	15.67	98	6	1737	692	106	107
1088	1087.9	23.01	16.71	98	7	1731	692	106	107
1089	1088.9	23.72	18.18	98	7	1724	692	106	107
1090	1089.9	21.05	17.33	98	7	1712	692	106	107
1091	1090.9	16.56	14.6	98	7	1706	692	106	107
1092	1091.9	14.87	15.99	98	7	1707	692	106	107
1093	1092.9	18.85	14.36	98	7	1707	692	106	107
1094	1093.9	17.64	14.18	98	7	1708	692	106	107
1095	1094.9	19.2	16.14	98	7	1720	692	106	107
1096	1095.9	16.49	14.95	98	6	1706	692	106	107
1097	1096.9	22.03	17.37	98	7	1711	692	106	107
1098	1097.9	22.99	18.66	98	7	1734	692	106	107
1099	1098.9	28.45	18.57	98	7	1747	692	106	107
1100	1099.9	16.87	16.51	98	7	1714	692	106	107
1101	1100.9	28.48	17.7	98	7	1722	693	99	100
1102	1101.9	35.2	14.85	49	4	877	350	99	100
1103	1102.9	150.1	1.68	69	5	1424	600	99	100
1104	1103.9	95.72	5.93	18	1	419	192	99	100
1105	1104.9	95.72	5.61	18	1	426	192	99	100
1106	1105.9	127.63	7.03	24	2	586	256	99	100
1107	1106.9	95.72	6.07	18	1	433	192	99	100
1108	1107.9	127.63	6.53	24	1	572	256	99	100
1109	1108.9	127.63	2.34	24	2	574	256	99	100
1110	1109.9	159.53	1.35	30	2	723	321	99	100
1111	1110.9	68.24	8.45	61	4	1106	459	99	100
1112	1111.9	20.95	19.17	99	6	1640	677	99	100
1113	1112.9	20.08	20.62	99	6	1630	681	99	100
1114	1113.9	18.86	18.32	99	7	1619	680	99	100
1115	1114.9	21.28	21.93	99	7	1595	679	99	100
1116	1115.9	13.11	19.11	99	7	1562	679	99	100
1117	1116.9	22.81	19.73	99	7	1570	679	99	100
1118	1117.9	21.15	18.95	99	7	1603	679	99	100
1119	1118.9	12.79	17.16	99	6	1620	680	99	100
1120	1119.9	21.66	20.68	99	7	1636	680	99	100
1121	1120.9	27.31	18.57	99	7	1650	678	99	100
1122	1121.9	15.91	19.09	99	6	1653	678	99	100
1123	1122.9	21.91	19.71	99	7	1670	678	99	100
1124	1123.9	29.35	17.84	99	7	1661	679	99	100
1125	1124.9	26.26	20.81	99	7	1673	679	99	100
1126	1125.9	30.58	20.27	99	6	1678	679	99	100
1127	1126.9	30.13	23.32	99	7	1682	678	99	100
1128	1127.9	16.51	21.04	99	8	1677	679	99	100
1129	1128.9	42.48	24.48	100	7	1660	671	99	100
1130	1129.9	36.17	23.74	101	7	1642	670	99	100
1131	1130.9	42.77	26.48	101	8	1650	670	99	100
1132	1131.9	32.34	29.13	100	8	1627	670	99	100
1133	1132.9	17.92	26.91	100	8	1649	670	99	100
1134	1133.9	22.71	25.69	100	8	1670	670	99	100
1135	1134.9	47.55	26.17	100	8	1681	670	99	100
1136	1135.9	21.17	22.83	100	7	1657	670	99	100
1137	1136.9	33.29	22.65	100	7	1615	672	99	100
1138	1137.9	27.04	26.6	100	8	1613	673	99	100
1139	1138.9	34.95	24.04	100	7	1589	673	99	100
1140	1139.9	36.06	23.56	100	8	1603	673	99	100
1141	1140.9	47.71	27.15	100	8	1624	673	99	100
1142	1141.9	25.91	25.64	100	8	1625	673	99	100
1143	1142.9	24.93	25.19	100	8	1657	673	99	100
1144	1143.9	28.93	26.7	100	9	1673	673	99	100
1145	1144.9	27.58	27.23	100	9	1691	673	99	100
1146	1145.9	29.14	26.26	100	8	1693	673	99	100
1147	1146.9	31.52	23.26	100	8	1696	673	99	100
1148	1147.9	49.46	21.46	100	8	1697	673	99	100
1149	1148.9	43.71	23.92	100	8	1713	673	99	100
1150	1149.9	44.82	24.34	100	8	1713	673	99	100
1151	1150.9	35.12	22.19	100	7	1698	673	99	100
1152	1151.9	47.73	23.9	100	8	1731	670	99	100
1153	1152.9	48.78	23.82	100	9	1708	672	99	100
1154	1153.9	41.92	22.76	100	9	1719	672	99	100
1155	1154.9	32.27	25.39	100	9	1720	671	99	100
1156	1155.9	32.31	24.15	100	8	1731	673	99	100
1157	1156.9	34.67	25.52	100	8	1718	673	99	100
1158	1157.9	23.93	15.41	100	7	1732	673	99	100
1159	1158.9	94.97	16.59	102	6	1754	673	99	101
1160	1159.9	60.37	21.7	101	7	1742	673	99	101
1161	1160.9	41.54	23.08	80	6	1368	538	99	101
1162	1161.9	51.29	29.81	100	8	1712	673	99	101
1163	1162.9	63.65	32.29	100	8	1732	673	99	101
1164	1163.9	57.25	34.12	100	9	1727	673	100	101
1165	1164.9	33.74	32.11	100	8	1730	673	100	101
1166	1165.9	45.45	32.32	100	8	1706	673	100	101
1167	1166.9	44.91	30.84	90	7	1537	605	100	101
1168	1167.9	71.79	31.82	100	8	1717	673	100	101
1169	1168.9	33.03	29.65	100	9	1676	673	100	101
1170	1169.9	43.93	32.5	100	10	1687	673	100	101
1171	1170.9	48	29.68	100	9	1693	673	100	101
1172	1171.9	64.86	32.65	100	10	1707	673	100	101
1173	1172.9	32.99	36.4	100	9	1694	675	100	101
1174	1173.9	25.26	33.04	100	8	1679	677	100	101
1175	1174.9	32.5	33.87	100	8	1701	678	100	101
1176	1175.9	33.34	34.15	100	7	1705	678	100	101
1177	1176.9	41.8	31.68	100	8	1692	678	100	101
1178	1177.9	30.94	34.18	100	8	1709	678	100	101
1179	1178.9	32.22	32.52	100	7	1749	678	100	101
1180	1179.9	30.21	21.73	100	7	1756	678	100	101
1181	1180.9	43.46	23.92	100	7	1752	678	100	101
1182	1181.9	45.5	25.75	100	8	1766	678	101	101
1183	1182.9	53.69	27.13	100	8	1761	678	101	101
1184	1183.9	43.59	24.82	100	8	1785	678	101	101
1185	1184.9	33.28	25.57	100	8	1759	678	101	101
1186	1185.9	44.35	29.17	100	8	1743	678	101	101
1187	1186.9	32.97	25	90	7	1613	610	101	101
1188	1187.9	83.7	30.45	30	3	531	203	101	101
1189	1188.9	37.76	29.1	101	10	1713	690	101	101
1190	1189.9	43.81	21.67	100	11	1793	690	101	101
1191	1190.9	47.4	21.76	100	12	1875	690	101	101
1192	1191.9	32.49	25.15	100	14	1862	690	101	101
1193	1192.9	25.34	21.12	100	11	1899	690	101	101
1194	1193.9	29.01	20.12	100	12	1848	690	101	101
1195	1194.9	40.33	24.46	100	12	1859	690	101	101
1196	1195.9	26.94	22.91	100	13	1822	690	101	101
1197	1196.9	32.18	21.87	100	11	1827	690	101	101
1198	1197.9	32.5	22.54	100	14	1828	690	101	101
1199	1198.9	38.02	20.82	99	15	1835	690	101	101
1200	1199.9	37.39	14.31	99	13	1843	690	101	101
1201	1200.9	83.59	20.59	100	10	1797	690	101	101
1202	1201.9	41.51	20.94	100	12	1805	690	101	101
1203	1202.9	42.6	21.64	100	13	1849	690	101	101
1204	1203.9	57.96	22.12	100	12	1805	690	101	101
1205	1204.9	68.21	19.1	100	12	1817	690	101	101
1206	1205.9	60.35	18.42	100	12	1834	690	101	101
1207	1206.9	65.65	19.97	100	12	1811	690	101	101
1208	1207.9	56.37	18.17	100	10	1816	690	101	101
1209	1208.9	56.95	18.82	100	11	1820	690	101	101
1210	1209.9	54.2	20.88	100	12	1814	690	101	101
1211	1210.9	48.5	18.82	100	12	1827	690	101	101
1212	1211.9	29.41	20.36	100	11	1842	690	101	101
1213	1212.9	38.56	19.86	100	11	1830	690	101	101
1214	1213.9	40.63	21.15	100	12	1836	690	101	101
1215	1214.9	29.65	16.12	100	12	1831	690	101	101
1216	1215.9	25.02	17.36	100	11	1828	686	101	101
1217	1216.9	25.34	12.3	100	11	1772	673	101	101
1218	1217.9	40	14.73	100	12	1768	674	101	101
1219	1218.9	31.46	16.4	100	13	1807	683	101	101
1220	1219.9	36.17	17.4	100	13	1792	683	101	101
1221	1220.9	28.38	17.13	100	12	1791	683	101	101
1222	1221.9	22.34	15.4	100	12	1783	684	101	101
1223	1222.9	16.24	13.7	100	11	1842	692	101	101
1224	1223.9	25.64	17.63	100	12	1825	691	101	101
1225	1224.9	22.06	15.73	100	13	1818	691	101	101
1226	1225.9	21.5	13.44	100	12	1827	691	101	101
1227	1226.9	65.61	20.75	100	11	1808	691	101	101
1228	1227.9	47.87	16.06	100	13	1837	692	101	101
1229	1228.9	47.56	18.17	100	13	1851	691	101	101
1230	1229.9	49.2	19.84	100	13	1835	692	101	101
1231	1230.9	52.07	19.53	100	12	1840	691	101	102
1232	1231.9	28.4	16.94	100	12	1821	691	101	102
1233	1232.9	21.43	14.55	100	12	1827	692	101	102
1234	1233.9	58.73	14.45	100	13	1813	692	101	102
1235	1234.9	42.92	17.13	100	13	1808	691	101	102
1236	1235.9	46.75	11.17	99	13	1836	691	101	102
1237	1236.9	51.66	11.12	100	13	1859	692	101	102
1238	1237.9	57.86	8.05	100	11	1862	692	101	102
1239	1238.9	37.51	12.19	100	10	1855	691	101	102
1240	1239.9	24.68	15.41	100	11	1825	692	101	102
1241	1240.9	18	12.76	100	10	1824	692	101	102
1242	1241.9	32.03	14.57	100	12	1789	697	101	102
1243	1242.9	32.66	17.34	100	13	1766	693	101	102
1244	1243.9	24.87	21.16	100	11	1736	691	101	102
1245	1244.9	22.32	16.61	100	13	1727	692	101	102
1246	1245.9	33.07	11.35	101	12	1759	691	101	102
1247	1246.9	22.12	14.75	100	11	1758	691	101	102
1248	1247.9	18.67	12.09	100	12	1768	691	101	102
1249	1248.9	17.69	16.45	100	8	1737	691	101	102
1250	1249.9	24.05	13.91	100	11	1736	691	101	102
1251	1250.9	25.82	16.14	100	15	1743	691	101	102
1252	1251.9	26.66	16.74	100	15	1769	691	101	102
1253	1252.9	18.94	15.52	100	12	1767	692	101	102
1254	1253.9	14.45	17.28	100	10	1757	691	101	102
1255	1254.9	15.48	10.13	99	14	1769	691	101	102
1256	1255.9	21.64	12.76	100	9	1774	691	101	102
1257	1256.9	20.25	15.05	100	12	1769	691	101	102
1258	1257.9	24.83	14.04	100	12	1795	691	101	102
1259	1258.9	21.46	14.78	100	14	1782	690	101	102
1260	1259.9	24.62	11.7	99	14	1784	691	101	102
1261	1260.9	26.18	16.79	100	12	1785	692	101	102
1262	1261.9	41.86	15.56	100	14	1763	691	101	102
1263	1262.9	69.61	17.44	99	15	1742	691	101	102
1264	1263.9	63.9	12.68	100	8	1755	692	101	102
1265	1264.9	89.29	10.65	101	6	1787	696	101	102
1266	1265.9	108.61	5.8	101	5	1793	700	101	102
1267	1266.9	85.9	16.27	101	8	1788	701	101	102
1268	1267.9	33.33	13.94	100	9	1779	701	101	102
1269	1268.9	22.63	16.32	100	11	1794	701	101	102
1270	1269.9	22.12	15.92	100	12	1794	701	101	102
1271	1270.9	22.48	15.65	100	8	1786	701	101	102
1272	1271.9	27.15	16.98	100	8	1766	701	101	102
1273	1272.9	32.37	19.79	100	10	1804	701	101	103
1274	1273.9	22.47	21.38	100	9	1752	695	101	103
1275	1274.9	24.74	21.3	100	8	1759	691	101	103
1276	1275.9	14.55	18.89	100	8	1755	690	101	103
1277	1276.9	19.11	18.41	100	10	1761	690	101	103
1278	1277.9	17.32	22.44	99	10	1758	689	101	103
1279	1278.9	21.76	22.07	99	11	1754	690	101	103
1280	1279.9	21.57	21.43	99	11	1750	690	101	103
1281	1280.9	18.57	22.04	99	10	1752	690	101	103
1282	1281.9	16.84	16.2	99	11	1744	690	101	103
1283	1282.9	28.23	17.39	100	11	1747	690	101	103
1284	1283.9	20.49	17.25	100	11	1745	690	101	103
1285	1284.9	28.66	15.51	100	10	1733	691	101	103
1286	1285.9	36.55	13.64	100	11	1738	690	101	103
1287	1286.9	34.37	11.82	100	10	1750	691	101	103
1288	1287.9	42.86	9.95	100	8	1719	691	101	103
1289	1288.9	35.7	8.02	100	9	1744	692	101	103
1290	1289.9	42.31	9.45	100	10	1737	692	101	103
1291	1290.9	51.53	13.46	99	9	1742	692	101	103
1292	1291.9	29.48	14.97	100	8	1746	692	101	103
1293	1292.9	34.8	14.78	100	11	1735	692	101	103
1294	1293.9	30.73	15.05	100	12	1731	691	101	103
1295	1294.9	26.92	17.15	100	13	1737	692	101	103
1296	1295.9	26.07	17.98	99	12	1720	692	101	103
1297	1296.9	28.27	16.25	98	12	1697	686	101	103
1298	1297.9	34.1	18.68	100	12	1694	683	101	103
1299	1298.9	25	12.48	99	9	1697	683	101	103
1300	1299.9	34.61	15.2	99	8	1704	683	101	103
1301	1300.9	35.09	14.26	98	10	1694	683	101	103
1302	1301.9	21.31	14.98	99	9	1742	698	101	103
1303	1302.9	33.71	11.21	97	12	1788	709	101	103
1304	1303.9	76.77	13.35	102	11	1774	695	101	103
1305	1304.9	87.29	18.85	102	14	1742	690	101	103
1306	1305.9	49.47	18.5	100	15	1749	690	101	104
1307	1306.9	52.69	17.92	100	12	1752	691	101	104
1308	1307.9	49.8	19.47	100	13	1753	690	101	104
1309	1308.9	40.27	18.41	99	12	1755	691	101	104
1310	1309.9	46.66	21.03	99	14	1758	691	101	104
1311	1310.9	36.4	22.11	99	12	1760	691	101	104
1312	1311.9	34.87	21.24	99	11	1741	690	101	104
1313	1312.9	28.63	18.92	99	12	1757	690	101	104
1314	1313.9	34.93	22.67	99	13	1755	691	101	104
1315	1314.9	29.98	23.93	99	11	1738	691	101	104
1316	1315.9	18.95	23.51	99	10	1756	691	101	104
1317	1316.9	6.83	19.1	99	9	1758	690	101	104
1318	1317.9	14.17	17.74	98	7	1743	691	101	104
1319	1318.9	19.88	20.48	98	8	1732	691	101	104
1320	1319.9	19.48	24.18	98	7	1724	691	101	104
1321	1320.9	25.07	23.89	99	8	1733	691	101	104
1322	1321.9	13.42	22.8	99	8	1722	691	101	104
1323	1322.9	13.25	24.96	99	7	1689	691	101	105
1324	1323.9	13.36	20.16	99	7	1677	691	101	105
1325	1324.9	14.75	22.47	99	8	1727	690	101	105
1326	1325.9	18.56	23.88	99	8	1721	687	101	105
1327	1326.9	17.97	22.6	99	7	1718	683	101	105
1328	1327.9	20.3	20.87	99	7	1726	683	101	105
1329	1328.9	14.71	24.51	99	8	1747	692	101	105
1330	1329.9	16.09	24.7	99	9	1777	700	101	105
1331	1330.9	28.06	23.17	76	9	1665	659	101	105
1332	1331.9	83.4	16.74	99	10	1739	673	101	105
1333	1332.9	28.46	17.13	100	12	1745	673	101	105
1334	1333.9	50.29	21.41	99	11	1763	673	101	105
1335	1334.9	27.63	22.84	99	11	1755	673	101	105
1336	1335.9	30.6	20.3	99	13	1747	673	102	105
1337	1336.9	46.77	20.76	99	11	1739	673	102	105
1338	1337.9	23.02	21.76	99	9	1676	673	102	105
1339	1338.9	21.5	24.53	99	11	1676	673	102	105
1340	1339.9	23.8	26.6	99	10	1725	673	102	105
1341	1340.9	25.29	26.22	99	11	1725	673	102	105
1342	1341.9	24.32	24.28	99	13	1725	675	102	105
1343	1342.9	36.65	17.9	99	11	1735	674	102	105
1344	1343.9	63.34	9.52	99	7	1746	673	102	105
1345	1344.9	60.15	11.79	99	8	1714	673	102	105
1346	1345.9	41.03	12	99	8	1731	673	102	105
1347	1346.9	86.41	12.88	89	6	1557	605	102	105
1348	1347.9	46.87	19.09	99	7	1726	672	102	105
1349	1348.9	57.87	20.08	99	7	1736	672	102	105
1350	1349.9	53.31	23.62	99	8	1751	672	102	105
1351	1350.9	40.66	15.37	99	9	1746	673	102	105
1352	1351.9	66.22	13.56	99	8	1744	672	102	105
1353	1352.9	43.65	17.03	99	9	1739	673	102	105
1354	1353.9	71.62	17.88	99	11	1758	673	102	105
1355	1354.9	23.96	14.59	99	8	1755	673	102	105
1356	1355.9	26.63	13.06	99	9	1749	672	102	106
1357	1356.9	53.96	13.21	99	9	1756	676	102	106
1358	1357.9	66.73	20.05	100	9	1790	691	102	106
1359	1358.9	63.61	24.58	99	10	1787	691	102	106
1360	1359.9	29.71	25.28	99	10	1655	691	102	106
1361	1360.9	50.5	26.12	99	10	1776	691	102	106
1362	1361.9	22.74	27.48	99	10	1781	691	102	106
1363	1362.9	30.82	29.67	99	11	1785	691	102	106
1364	1363.9	30.74	28.34	99	8	1780	691	102	106
1365	1364.9	26.77	27.58	99	9	1777	691	102	106
1366	1365.9	16.97	26.26	99	10	1773	692	102	106
1367	1366.9	19.58	25.67	99	8	1788	691	102	106
1368	1367.9	25.78	26.58	99	8	1605	649	102	106
1369	1368.9	20.38	28.19	99	9	1554	638	102	106
1370	1369.9	20.05	28.26	99	9	1633	661	102	106
1371	1370.9	19.91	29.23	99	9	1636	661	102	106
1372	1371.9	22.08	27.92	99	8	1774	685	102	106
1373	1372.9	13.39	25.61	99	8	1811	692	102	106
1374	1373.9	18.05	29.05	99	8	1810	692	102	106
1375	1374.9	20.26	28.88	99	7	1807	693	102	106
1376	1375.9	20.41	31.15	99	10	1802	695	102	106
1377	1376.9	14.62	29.15	99	7	1820	696	102	106
1378	1377.9	22.28	29.23	99	8	1828	691	102	106
1379	1378.9	16.11	29.87	99	8	1818	691	102	106
1380	1379.9	21.66	29.95	99	8	1650	651	102	106
1381	1380.9	18.18	28.59	99	8	1429	603	102	106
1382	1381.9	21.99	27.47	99	8	1422	603	102	106
1383	1382.9	17.51	29.7	99	8	1409	603	102	106
1384	1383.9	17.8	31.41	99	8	1430	611	102	106
1385	1384.9	16.43	30.29	99	8	1763	691	102	106
1386	1385.9	16.05	29.06	99	7	1768	691	102	106
1387	1386.9	56.84	27.64	99	7	1733	690	102	106
1388	1387.9	10.77	22.62	100	6	1724	689	102	106
1389	1388.9	18.68	29.41	100	7	1740	690	102	106
1390	1389.9	26.79	26.75	100	9	1728	690	102	106
1391	1390.9	22.24	16.28	99	8	1693	680	102	106
1392	1391.9	50.93	17.43	100	6	1725	688	102	106
1393	1392.9	82.55	22.62	99	7	1731	687	102	106
1394	1393.9	56.59	21.43	100	9	1736	687	102	106
1395	1394.9	49.98	29.56	99	8	1746	687	102	106
1396	1395.9	32.15	27.9	99	8	1744	688	102	106
1397	1396.9	34.9	24.64	99	10	1742	687	102	106
1398	1397.9	43.45	26.41	99	9	1742	687	102	106
1399	1398.9	50.46	24.51	99	9	1756	687	102	106
1400	1399.9	47.31	17.31	98	10	1747	687	102	106
1401	1400.9	33.69	13.72	99	9	1756	688	102	106
1402	1401.9	19.86	12.27	100	6	1750	688	102	106
1403	1402.9	12.48	17.07	100	7	1743	689	102	106
1404	1403.9	72.75	20.91	100	8	1732	688	102	106
1405	1404.9	98.48	7.01	100	5	1731	688	102	106
1406	1405.9	75.77	14.38	100	6	1729	689	102	106
1407	1406.9	18.59	7.2	100	7	1716	688	102	106
1408	1407.9	49.05	10.24	100	7	1738	688	102	106
1409	1408.9	86.56	17.79	99	10	1732	687	102	106
1410	1409.9	75.24	15.6	89	9	1544	619	102	106
1411	1410.9	91.76	20.51	99	10	1716	683	102	106
1412	1411.9	98.68	16.58	90	8	1488	605	102	106
1413	1412.9	52.78	17.54	90	6	1495	605	102	106
1414	1413.9	13.98	17.89	100	6	1669	673	102	107
1415	1414.9	30.9	20.35	100	6	1674	673	102	107
1416	1415.9	20.72	29.14	100	8	1769	684	102	107
1417	1416.9	11.18	34.48	100	8	1781	683	102	107
1418	1417.9	10.35	31.56	100	9	1589	651	102	107
1419	1418.9	17.36	33.92	100	9	1769	687	102	107
1420	1419.9	39.24	37.81	100	10	1780	692	102	107
1421	1420.9	19.12	38.74	100	9	1760	692	102	107
1422	1421.9	32.51	37.69	100	8	1772	692	102	107
1423	1422.9	29.8	38.4	100	9	1756	692	102	107
1424	1423.9	18.85	36.47	100	9	1738	692	102	107
1425	1424.9	32.55	35.17	100	9	1734	692	102	107
1426	1425.9	38.89	39.09	100	9	1747	692	102	107
1427	1426.9	15.61	33.77	100	8	1756	692	102	107
1428	1427.9	16.03	32.5	100	7	1717	695	102	107
1429	1428.9	16.4	32.91	100	8	1721	708	102	107
1430	1429.9	15.61	32.1	100	7	1757	708	102	107
1431	1430.9	19.11	29.32	100	7	1770	709	102	107
1432	1431.9	15.52	30.97	100	7	1746	708	102	107
1433	1432.9	12.31	31.52	100	7	1728	709	102	107
1434	1433.9	17.71	28.24	100	8	1747	708	102	107
1435	1434.9	98.08	18.18	90	7	1650	630	102	107
1436	1435.9	130.5	26.89	101	7	1855	699	102	107
1437	1436.9	92.17	30.5	100	7	1839	699	102	108
1438	1437.9	33.14	32.74	101	7	1840	699	102	108
1439	1438.9	14.32	30.34	100	8	1784	699	102	108
1440	1439.9	13.44	34.14	101	9	1777	699	102	108
1441	1440.9	16.2	26.8	101	7	1787	697	102	108
1442	1441.9	49.82	12.17	101	4	1755	692	102	108
1443	1442.9	84.47	22.09	101	5	1767	692	102	108
1444	1443.9	74.5	28.45	90	6	1594	625	102	108
1445	1444.9	92.05	25.34	101	8	1832	699	102	108
1446	1445.9	94.63	27.56	100	8	1825	699	102	108
1447	1446.9	22.49	17.94	100	6	1818	700	102	108
1448	1447.9	47.77	18.7	100	6	1806	700	102	108
1449	1448.9	38.05	19.68	100	6	1815	699	102	108
1450	1449.9	24.11	21.77	100	6	1829	700	102	108
1451	1450.9	24.99	21.21	100	7	1828	700	102	108
1452	1451.9	30.87	24.42	100	7	1803	700	102	108
1453	1452.9	48.19	19.41	99	11	1827	699	102	108
1454	1453.9	32.69	14.52	80	8	1440	560	102	108
1455	1454.9	32.6	12.8	70	7	1268	489	102	108
1456	1455.9	42.76	18.15	90	8	1627	629	102	108
1457	1456.9	38.77	15.67	80	6	1460	560	102	108
1458	1457.9	35.5	20.44	90	6	1620	629	102	108
1459	1458.9	42.25	24.23	100	8	1820	700	102	108
1460	1459.9	24.07	22.26	100	6	1812	699	102	108
1461	1460.9	30.35	19.89	100	9	1791	699	102	108
