~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                 445.00                         : Start Depth
 STOP.m                 1150.00                        : Stop  Depth
 STEP.m                 0.25                           : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK                          : Company Name
 WELL.                   BILABRI DX1                   : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BULFORD DOLPHIN               : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         25/12/2005                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------#
DEPTH.m                                      :   0 Depth Hole
DRLL_ROP_AVG.m/hr                            :   1 Average ROP
RACLM.Ohm.m                                  :   2 
RPCLM.Ohm.m                                  :   3 
RACHM.Ohm.m                                  :   4 
RPCHM.Ohm.m                                  :   5 
CALFM.in                                     :   6 
NPLFM.pu                                     :   7 
GRAFM.API                                    :   8 
BDCFM.g/cc                                   :   9 
DRHFM.g/cc                                   :   10 
TCDM.degF                                    :   11 
TVD.m                                        :   12 Vertical Depth
#
~Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#
DEPTH             DRLL_ROP_AVG RACLM       RPCLM         RACHM       RPCHM        CALFM        NPLFM        GRAFM        BDCFM        DRHFM         TCDM          TVD          
  612.00         21.22         1.01         0.77         0.82         0.77      -999.25      -999.25        83.08      -999.25      -999.25        95.68       612.00
  612.25         18.19         1.01         0.78         0.82         0.79      -999.25      -999.25        81.65      -999.25      -999.25        95.68       612.25
  612.50         16.76         1.03         0.78         0.82         0.80      -999.25      -999.25        84.54      -999.25      -999.25        95.68       612.50
  612.75         15.33         1.04         0.79         0.83         0.81      -999.25      -999.25        89.12      -999.25      -999.25        95.68       612.75
  613.00         13.37         1.05         0.79         0.86         0.80      -999.25      -999.25        84.50      -999.25      -999.25        95.68       613.00
  613.25         11.63         1.06         0.75         0.79         0.73      -999.25      -999.25        83.51      -999.25      -999.25        95.68       613.25
  613.50         12.90         1.07         0.77         0.82         0.76      -999.25      -999.25        80.83      -999.25      -999.25        95.68       613.50
  613.75         14.82         1.09         0.80         0.83         0.83      -999.25      -999.25        81.78      -999.25      -999.25        95.68       613.75
  614.00         14.54         1.09         0.81         0.84         0.81      -999.25      -999.25        82.42      -999.25      -999.25        95.68       614.00
  614.25         14.25         1.07         0.81         0.85         0.82      -999.25      -999.25        84.76      -999.25      -999.25        95.68       614.25
  614.50         13.17         1.06         0.82         0.85         0.85      -999.25      -999.25        82.80      -999.25      -999.25        95.68       614.50
  614.75          4.61         1.03         0.82         0.84         0.87      -999.25      -999.25        84.42      -999.25      -999.25        95.68       614.75
  615.00          0.19         0.93         0.72         0.75         0.79      -999.25      -999.25        83.60      -999.25      -999.25        95.68       615.00
  615.25          2.29         0.90         0.71         0.72         0.79      -999.25      -999.25        84.83      -999.25      -999.25        95.68       615.25
  615.50          4.39         0.97         0.74         0.76         0.79      -999.25      -999.25        85.84      -999.25      -999.25        95.68       615.50
  615.75          9.79         1.03         0.78         0.80         0.79      -999.25      -999.25        83.20      -999.25      -999.25        95.68       615.75
  616.00         10.51         1.09         0.81         0.84         0.79      -999.25      -999.25        82.41      -999.25      -999.25        95.68       616.00
  616.25         11.87         1.09         0.81         0.85         0.82      -999.25      -999.25        83.11      -999.25      -999.25        95.68       616.25
  616.50         10.35         1.10         0.82         0.85         0.85      -999.25      -999.25        83.82      -999.25      -999.25        95.68       616.50
  616.75         10.67         1.10         0.82         0.86         0.87      -999.25      -999.25        84.53      -999.25      -999.25        95.68       616.75
  617.00         10.99         0.78         0.60         0.62         0.69      -999.25      -999.25        85.24      -999.25      -999.25        95.68       617.00
  617.25         14.01         0.78         0.59         0.62         0.60      -999.25      -999.25        85.94      -999.25      -999.25        95.68       617.25
  617.50         11.97         0.79         0.58         0.67         0.53      -999.25      -999.25        87.72      -999.25      -999.25        96.01       617.50
  617.75         11.71         0.81         0.59         0.73         0.56      -999.25      -999.25        88.00      -999.25      -999.25        95.79       617.75
  618.00         11.67         0.84         0.66         0.75         0.69      -999.25      -999.25        87.64      -999.25      -999.25        95.79       618.00
  618.25         11.64         0.84         0.66         0.74         0.63      -999.25      -999.25        88.39      -999.25      -999.25        95.79       618.25
  618.50          9.55         0.88         0.75         0.79         0.97      -999.25      -999.25        91.32      -999.25      -999.25        98.71       618.50
  618.75          7.55         0.93         0.80         0.85         0.98      -999.25      -999.25        91.47      -999.25      -999.25        98.60       618.75
  619.00          6.87         0.97         0.83         0.86         1.05      -999.25      -999.25        89.92      -999.25      -999.25        98.49       619.00
  619.25          8.70         1.04         0.83         0.82         0.91      -999.25      -999.25        90.91      -999.25      -999.25        95.68       619.25
  619.50         10.48         0.87         0.76         0.78         0.94      -999.25      -999.25        93.79      -999.25      -999.25        98.15       619.50
  619.75         12.27         1.17         0.92         0.97         0.91      -999.25      -999.25        94.04      -999.25      -999.25        95.79       619.75
  620.00         16.10         1.15         0.84         0.85         0.85      -999.25      -999.25        92.52      -999.25      -999.25        95.90       620.00
  620.25         18.62         1.16         0.86         0.90         0.92      -999.25      -999.25        88.96      -999.25      -999.25        97.03       620.25
  620.50         19.13         1.16         0.87         0.91         0.94      -999.25      -999.25        88.93      -999.25      -999.25        98.60       620.50
  620.75         18.98         1.18         0.88         0.93         0.94      -999.25      -999.25        86.53      -999.25      -999.25        98.04       620.75
  621.00         18.83         1.19         0.89         0.93         0.93      -999.25      -999.25        88.69      -999.25      -999.25        96.91       621.00
  621.25         18.38         1.20         0.90         0.94         0.94      -999.25      -999.25        86.98      -999.25      -999.25        96.13       621.25
  621.50         19.01         1.21         0.90         0.93         0.94      -999.25      -999.25        84.77      -999.25      -999.25        98.94       621.50
  621.75         15.91         1.22         0.92         1.01         0.92      -999.25      -999.25        86.73      -999.25      -999.25        97.36       621.75
  622.00         16.44         1.22         0.92         0.96         0.99      -999.25      -999.25        91.42      -999.25      -999.25        96.13       622.00
  622.25         16.20         1.23         0.93         0.97         0.99      -999.25      -999.25        88.87      -999.25      -999.25        96.01       622.25
  622.50         15.95         1.23         0.95         1.01         1.04      -999.25      -999.25        87.13      -999.25      -999.25        98.26       622.50
  622.75         17.85         1.24         0.95         1.00         1.00      -999.25      -999.25        87.84      -999.25      -999.25        98.94       622.75
  623.00         21.34         1.24         0.94         1.01         0.97      -999.25      -999.25        88.37      -999.25      -999.25        99.05       623.00
  623.25         24.62         1.24         0.94         1.01         0.96      -999.25      -999.25        87.35      -999.25      -999.25        99.05       623.25
  623.50         24.12         1.24         0.93         0.99         1.02      -999.25      -999.25        87.21      -999.25      -999.25        98.94       623.50
  623.75         18.59         1.24         0.93         1.00         1.00      -999.25      -999.25        88.78      -999.25      -999.25        99.16       623.75
  624.00         13.06         1.25         0.93         1.03         0.97      -999.25      -999.25        90.34      -999.25      -999.25        98.60       624.00
  624.25         13.79         1.25         0.95         1.01         1.01      -999.25      -999.25        90.71      -999.25      -999.25        99.05       624.25
  624.50         19.34         1.25         0.96         1.02         1.04      -999.25      -999.25        92.74      -999.25      -999.25        99.28       624.50
  624.75         17.31         1.24         0.95         1.00         1.08      -999.25      -999.25        94.37      -999.25      -999.25        99.16       624.75
  625.00         17.11         1.25         0.95         0.93         1.06      -999.25      -999.25        95.22      -999.25      -999.25        99.28       625.00
  625.25         16.91         1.25         0.93         0.96         0.95      -999.25      -999.25        95.59      -999.25      -999.25        99.28       625.25
  625.50         14.53         1.26         0.97         1.08         0.97      -999.25      -999.25        93.73      -999.25      -999.25        99.05       625.50
  625.75         13.26         1.26         0.98         1.10         0.98      -999.25      -999.25        91.37      -999.25      -999.25        99.28       625.75
  626.00         12.78         1.24         0.94         0.98         1.00      -999.25      -999.25        91.52      -999.25      -999.25        99.28       626.00
  626.25         12.82         1.22         0.92         0.95         0.97      -999.25      -999.25        90.85      -999.25      -999.25        99.28       626.25
  626.50         11.98         1.24         0.93         0.96         0.92      -999.25      -999.25        91.45      -999.25      -999.25        99.16       626.50
  626.75         11.14         1.23         0.90         0.97         0.89      -999.25      -999.25        91.52      -999.25      -999.25        99.28       626.75
  627.00         11.61         1.22         0.87         0.95         0.87      -999.25      -999.25        91.73      -999.25      -999.25        99.28       627.00
  627.25         12.18         1.22         0.88         0.95         0.89      -999.25      -999.25        91.08      -999.25      -999.25        99.28       627.25
  627.50         13.02         1.23         0.90         0.95         0.93      -999.25      -999.25        94.52      -999.25      -999.25        99.28       627.50
  627.75         13.85         1.24         0.92         0.98         0.94      -999.25      -999.25        93.43      -999.25      -999.25        99.28       627.75
  628.00         14.68         1.25         0.95         0.99         0.96      -999.25      -999.25        91.39      -999.25      -999.25        99.28       628.00
  628.25         15.56         1.25         0.97         1.03         1.05      -999.25      -999.25        86.57      -999.25      -999.25        99.28       628.25
  628.50         17.14         1.25         0.97         1.03         1.06      -999.25      -999.25        91.33      -999.25      -999.25        99.28       628.50
  628.75         16.15         1.27         0.96         1.04         1.03      -999.25      -999.25        90.60      -999.25      -999.25        99.28       628.75
  629.00         17.42         1.26         0.96         1.01         1.06      -999.25      -999.25        87.97      -999.25      -999.25        99.28       629.00
  629.25         18.41         1.26         0.95         1.01         1.04      -999.25      -999.25        89.66      -999.25      -999.25        99.28       629.25
  629.50         19.40         1.26         0.95         0.94         1.03      -999.25      -999.25        86.84      -999.25      -999.25        99.28       629.50
  629.75         22.12         1.27         0.92         0.98         0.94      -999.25      -999.25        89.64      -999.25      -999.25        99.28       629.75
  630.00         25.73         1.26         0.91         0.98         0.89      -999.25      -999.25        89.22      -999.25      -999.25        99.28       630.00
  630.25         26.79         1.25         0.92         0.99         1.05      -999.25      -999.25        92.95      -999.25      -999.25        99.28       630.25
  630.50         26.19         1.24         0.95         1.03         1.00      -999.25      -999.25        88.04      -999.25      -999.25        99.28       630.50
  630.75         25.59         1.27         0.96         1.04         1.01      -999.25      -999.25        87.66      -999.25      -999.25        99.28       630.75
  631.00         20.30         1.30         0.99         1.06         1.02      -999.25      -999.25        87.76      -999.25      -999.25        99.28       631.00
  631.25         21.47         1.29         0.98         1.05         1.03      -999.25      -999.25        88.94      -999.25      -999.25        99.28       631.25
  631.50         19.83         1.30         1.02         1.07         1.08      -999.25      -999.25        90.61      -999.25      -999.25        99.28       631.50
  631.75         20.34         1.29         0.99         1.06         1.02      -999.25      -999.25        90.07      -999.25      -999.25        99.28       631.75
  632.00         20.49         1.29         0.96         1.02         0.98      -999.25      -999.25        91.75      -999.25      -999.25        99.28       632.00
  632.25         20.63         1.29         0.92         1.00         0.90      -999.25      -999.25        92.02      -999.25      -999.25        99.28       632.25
  632.50         19.29         1.26         0.96         0.99         1.09      -999.25      -999.25        87.67      -999.25      -999.25        99.28       632.50
  632.75         17.14         1.26         0.97         1.01         1.08      -999.25      -999.25        86.36      -999.25      -999.25        99.28       632.75
  633.00         14.61         1.26         0.98         0.99         1.06      -999.25      -999.25        86.99      -999.25      -999.25        99.28       633.00
  633.25         13.72         1.25         0.98         1.00         0.97      -999.25      -999.25        85.62      -999.25      -999.25        99.28       633.25
  633.50         14.93         1.21         0.98         1.02         0.97      -999.25      -999.25        89.61      -999.25      -999.25        99.28       633.50
  633.75         16.14         1.18         0.89         0.98         0.89      -999.25      -999.25        91.89      -999.25      -999.25        99.28       633.75
  634.00         17.34         1.12         0.88         0.97         0.93      -999.25      -999.25        90.62      -999.25      -999.25        99.28       634.00
  634.25         18.89         1.10         0.90         0.99         1.00      -999.25      -999.25        88.20      -999.25      -999.25        99.28       634.25
  634.50         21.74         1.08         0.92         0.97         1.13      -999.25      -999.25        82.90      -999.25      -999.25        99.28       634.50
  634.75         20.43         1.07         0.88         0.90         1.10      -999.25      -999.25        82.72      -999.25      -999.25        99.28       634.75
  635.00         19.12         1.06         0.83         0.85         0.97      -999.25      -999.25        85.71      -999.25      -999.25        99.28       635.00
  635.25         20.26         1.03         0.82         0.80         1.01      -999.25      -999.25        86.02      -999.25      -999.25        99.28       635.25
  635.50         20.94         1.02         0.81         0.80         0.96      -999.25      -999.25        84.16      -999.25      -999.25        99.28       635.50
  635.75         23.46         1.02         0.80         0.80         0.94      -999.25      -999.25        84.58      -999.25      -999.25        99.28       635.75
  636.00         23.42         1.02         0.80         0.81         0.90      -999.25      -999.25        89.38      -999.25      -999.25        99.28       636.00
  636.25         22.65         1.03         0.78         0.82         0.80      -999.25      -999.25        88.47      -999.25      -999.25        99.28       636.25
  636.50         21.87         1.03         0.79         0.81         0.79      -999.25      -999.25        83.72      -999.25      -999.25        99.28       636.50
  636.75         22.53         1.01         0.77         0.80         0.80      -999.25      -999.25        85.51      -999.25      -999.25        99.28       636.75
  637.00         18.77         1.01         0.76         0.81         0.79      -999.25      -999.25        85.11      -999.25      -999.25        99.28       637.00
  637.25         19.61         1.01         0.75         0.80         0.76      -999.25      -999.25        85.03      -999.25      -999.25        99.28       637.25
  637.50         18.84         1.02         0.75         0.78         0.73      -999.25      -999.25        81.56      -999.25      -999.25        99.28       637.50
  637.75         18.07         1.02         0.76         0.79         0.75      -999.25      -999.25        81.53      -999.25      -999.25        99.28       637.75
  638.00         17.67         1.02         0.75         0.79         0.76      -999.25      -999.25        75.86      -999.25      -999.25        99.28       638.00
  638.25         16.31         1.01         0.74         0.80         0.65      -999.25      -999.25        76.26      -999.25      -999.25        99.28       638.25
  638.50         15.05         1.02         0.74         0.80         0.64      -999.25      -999.25        78.91      -999.25      -999.25        99.28       638.50
  638.75         15.54         1.02         0.74         0.79         0.62      -999.25      -999.25        75.99      -999.25      -999.25        99.28       638.75
  639.00         15.83         0.96         0.73         0.80         0.67      -999.25      -999.25        79.76      -999.25      -999.25        99.28       639.00
  639.25         16.12         0.95         0.72         0.81         0.70      -999.25      -999.25        85.99      -999.25      -999.25        99.28       639.25
  639.50         16.91         0.93         0.71         0.79         0.73      -999.25      -999.25        93.59      -999.25      -999.25        99.28       639.50
  639.75         17.63         0.93         0.72         0.78         0.73      -999.25      -999.25        93.49      -999.25      -999.25        99.28       639.75
  640.00         16.45         0.92         0.73         0.81         0.71      -999.25      -999.25        94.38      -999.25      -999.25        99.28       640.00
  640.25         17.16         0.89         0.71         0.77         0.73      -999.25      -999.25        91.17      -999.25      -999.25        99.28       640.25
  640.50         17.87         0.87         0.65         0.65         0.70      -999.25      -999.25        84.68      -999.25      -999.25        99.28       640.50
  640.75         18.05         0.86         0.64         0.65         0.69      -999.25      -999.25        84.38      -999.25      -999.25        99.28       640.75
  641.00         21.61         0.86         0.64         0.67         0.66      -999.25      -999.25        82.33      -999.25      -999.25        99.28       641.00
  641.25         25.52         0.86         0.66         0.71         0.69      -999.25      -999.25        81.86      -999.25      -999.25        99.28       641.25
  641.50         21.47         0.85         0.63         0.70         0.61      -999.25      -999.25        80.20      -999.25      -999.25        99.28       641.50
  641.75         21.80         0.84         0.61         0.68         0.59      -999.25      -999.25        78.25      -999.25      -999.25        99.28       641.75
  642.00         22.14         0.87         0.63         0.69         0.62      -999.25      -999.25        75.79      -999.25      -999.25        99.28       642.00
  642.25         20.40         0.94         0.71         0.76         0.68      -999.25      -999.25        77.22      -999.25      -999.25        99.28       642.25
  642.50         19.49         0.95         0.71         0.77         0.69      -999.25      -999.25        78.64      -999.25      -999.25        99.28       642.50
  642.75         20.43         0.97         0.73         0.77         0.72      -999.25      -999.25        77.13      -999.25      -999.25        99.28       642.75
  643.00         14.14         0.98         0.74         0.78         0.77      -999.25      -999.25        78.14      -999.25      -999.25        99.28       643.00
  643.25          7.85         0.99         0.74         0.79         0.75      -999.25      -999.25        76.17      -999.25      -999.25        99.28       643.25
  643.50          7.00         1.00         0.75         0.81         0.75      -999.25      -999.25        77.87      -999.25      -999.25        99.28       643.50
  643.75          9.22         1.01         0.76         0.81         0.78      -999.25      -999.25        79.35      -999.25      -999.25        99.28       643.75
  644.00         12.17         1.03         0.77         0.81         0.79      -999.25      -999.25        78.13      -999.25      -999.25        99.28       644.00
  644.25         12.88         1.04         0.77         0.83         0.77      -999.25      -999.25        76.28      -999.25      -999.25        99.28       644.25
  644.50         12.10         1.06         0.79         0.85         0.79      -999.25      -999.25        77.28      -999.25      -999.25        99.28       644.50
  644.75         11.32         1.07         0.79         0.83         0.81      -999.25      -999.25        78.66      -999.25      -999.25        99.28       644.75
  645.00         10.07         1.10         0.79         0.86         0.71      -999.25      -999.25        78.44      -999.25      -999.25        99.28       645.00
  645.25         10.43         1.10         0.90         0.95         0.93      -999.25      -999.25        84.09      -999.25      -999.25        98.94       645.25
  645.50         10.06         0.98         0.74         0.79         0.77      -999.25      -999.25        85.40      -999.25      -999.25        99.16       645.50
  645.75         13.96         0.93         0.68         0.73         0.62      -999.25      -999.25        80.82      -999.25      -999.25        98.82       645.75
  646.00         16.22         0.90         0.67         0.72         0.62      -999.25      -999.25        82.83      -999.25      -999.25        98.04       646.00
  646.25         18.47         0.88         0.66         0.70         0.63      -999.25      -999.25        82.36      -999.25      -999.25        99.28       646.25
  646.50         25.26         0.87         0.64         0.71         0.64      -999.25      -999.25        82.33      -999.25      -999.25        99.28       646.50
  646.75         27.69         0.86         0.63         0.71         0.63      -999.25      -999.25        81.03      -999.25      -999.25        99.28       646.75
  647.00         15.09         0.85         0.64         0.70         0.61      -999.25      -999.25        81.77      -999.25      -999.25        99.16       647.00
  647.25         16.13         0.84         0.63         0.69         0.60      -999.25      -999.25        80.51      -999.25      -999.25        99.28       647.25
  647.50         17.17         0.83         0.62         0.69         0.61      -999.25      -999.25        83.07      -999.25      -999.25        99.16       647.50
  647.75         17.77         0.84         0.63         0.69         0.62      -999.25      -999.25        83.85      -999.25      -999.25        99.05       647.75
  648.00         19.90         0.83         0.63         0.69         0.62      -999.25      -999.25        81.29      -999.25      -999.25        99.28       648.00
  648.25         17.07         0.83         0.63         0.68         0.61      -999.25      -999.25        79.56      -999.25      -999.25        99.28       648.25
  648.50         15.35         0.83         0.63         0.70         0.62      -999.25      -999.25        80.28      -999.25      -999.25        99.28       648.50
  648.75         14.15         0.84         0.63         0.70         0.62      -999.25      -999.25        84.00      -999.25      -999.25        99.28       648.75
  649.00         12.95         0.86         0.63         0.70         0.62      -999.25      -999.25        80.05      -999.25      -999.25        99.28       649.00
  649.25         13.28         0.85         0.63         0.70         0.61      -999.25      -999.25        81.81      -999.25      -999.25        99.28       649.25
  649.50         15.40         0.86         0.64         0.69         0.61      -999.25      -999.25        87.48      -999.25      -999.25        99.28       649.50
  649.75         18.07         0.84         0.64         0.70         0.62      -999.25      -999.25        85.46      -999.25      -999.25        99.28       649.75
  650.00         16.94         0.85         0.63         0.68         0.60      -999.25      -999.25        86.19      -999.25      -999.25        99.28       650.00
  650.25         15.80         0.84         0.63         0.70         0.60      -999.25      -999.25        85.78      -999.25      -999.25        99.28       650.25
  650.50         22.98         0.84         0.65         0.69         0.65      -999.25      -999.25        82.58      -999.25      -999.25        99.28       650.50
  650.75         18.38         0.84         0.65         0.70         0.65      -999.25      -999.25        83.09      -999.25      -999.25        98.56       650.75
  651.00         13.79         0.84         0.64         0.69         0.62      -999.25      -999.25        83.74      -999.25      -999.25        97.84       651.00
  651.25          9.19         0.83         0.62         0.68         0.61      -999.25      -999.25        82.79      -999.25      -999.25        97.12       651.25
  651.50          4.60         0.83         0.64         0.69         0.65      -999.25      -999.25        84.59      -999.25      -999.25        96.40       651.50
  651.75          0.00         0.84         0.64         0.68         0.60      -999.25      -999.25        82.44      -999.25      -999.25        95.68       651.75
  652.00          0.09         0.83         0.60         0.65         0.55      -999.25      -999.25        83.28      -999.25      -999.25        99.28       652.00
  652.25          2.39         0.85         0.63         0.69         0.60      -999.25      -999.25        83.20      -999.25      -999.25        99.28       652.25
  652.50          6.12         0.86         0.64         0.70         0.63      -999.25      -999.25        84.34      -999.25      -999.25        99.28       652.50
  652.75          8.53         0.86         0.65         0.70         0.64      -999.25      -999.25        83.41      -999.25      -999.25        99.28       652.75
  653.00         10.94         0.87         0.65         0.69         0.65      -999.25      -999.25        88.60      -999.25      -999.25        99.28       653.00
  653.25         16.96         0.89         0.67         0.71         0.69      -999.25      -999.25        88.90      -999.25      -999.25        99.28       653.25
  653.50         22.68         0.90         0.67         0.74         0.67      -999.25      -999.25        88.55      -999.25      -999.25        99.28       653.50
  653.75         21.66         0.93         0.70         0.73         0.69      -999.25      -999.25        91.75      -999.25      -999.25        99.28       653.75
  654.00         24.03         0.95         0.72         0.77         0.67      -999.25      -999.25        93.67      -999.25      -999.25        99.28       654.00
  654.25         22.24         0.96         0.73         0.80         0.71      -999.25      -999.25        92.89      -999.25      -999.25        99.28       654.25
  654.50         20.45         0.97         0.72         0.80         0.71      -999.25      -999.25        94.06      -999.25      -999.25        99.28       654.50
  654.75         15.74         0.98         0.74         0.80         0.72      -999.25      -999.25        91.13      -999.25      -999.25        99.28       654.75
  655.00         15.13         1.00         0.75         0.84         0.72      -999.25      -999.25        90.31      -999.25      -999.25        99.28       655.00
  655.25         17.09         1.01         0.79         0.87         0.77      -999.25      -999.25        93.31      -999.25      -999.25        99.28       655.25
  655.50         20.79         1.01         0.82         0.95         0.81      -999.25      -999.25        91.98      -999.25      -999.25        99.28       655.50
  655.75         19.78         1.00         0.80         0.87         0.83      -999.25      -999.25        91.06      -999.25      -999.25        99.28       655.75
  656.00         18.77         0.98         0.71         0.74         0.69      -999.25      -999.25        82.70      -999.25      -999.25        99.28       656.00
  656.25         18.32         0.97         0.74         0.80         0.74      -999.25      -999.25        83.28      -999.25      -999.25        99.28       656.25
  656.50         20.72         0.97         0.73         0.81         0.75      -999.25      -999.25        81.39      -999.25      -999.25        99.28       656.50
  656.75         15.02         0.96         0.72         0.78         0.72      -999.25      -999.25        80.49      -999.25      -999.25        99.28       656.75
  657.00         12.62         0.97         0.71         0.79         0.68      -999.25      -999.25        81.46      -999.25      -999.25        99.28       657.00
  657.25         10.21         0.96         0.70         0.77         0.68      -999.25      -999.25        81.46      -999.25      -999.25        99.28       657.25
  657.50          8.81         0.98         0.72         0.79         0.67      -999.25      -999.25        81.42      -999.25      -999.25        99.28       657.50
  657.75          8.66         0.98         0.72         0.81         0.67      -999.25      -999.25        82.74      -999.25      -999.25        99.28       657.75
  658.00         10.84         0.99         0.74         0.80         0.74      -999.25      -999.25        82.56      -999.25      -999.25        99.28       658.00
  658.25         12.51         1.03         0.81         0.86         0.86      -999.25      -999.25        83.37      -999.25      -999.25        99.28       658.25
  658.50         13.97         1.03         0.79         0.84         0.78      -999.25      -999.25        83.51      -999.25      -999.25        99.28       658.50
  658.75         15.42         1.02         0.78         0.85         0.81      -999.25      -999.25        82.96      -999.25      -999.25        99.28       658.75
  659.00         20.13         1.00         0.77         0.83         0.78      -999.25      -999.25        82.01      -999.25      -999.25        99.28       659.00
  659.25         19.29         0.99         0.74         0.81         0.70      -999.25      -999.25        81.17      -999.25      -999.25        99.28       659.25
  659.50         17.60         0.97         0.72         0.79         0.70      -999.25      -999.25        83.09      -999.25      -999.25        99.28       659.50
  659.75         14.69         0.95         0.72         0.79         0.71      -999.25      -999.25        81.42      -999.25      -999.25        99.28       659.75
  660.00         11.78         0.93         0.71         0.78         0.72      -999.25      -999.25        81.57      -999.25      -999.25        99.28       660.00
  660.25         13.78         0.92         0.72         0.80         0.72      -999.25      -999.25        83.88      -999.25      -999.25        99.28       660.25
  660.50         15.39         0.89         0.70         0.78         0.69      -999.25      -999.25        81.77      -999.25      -999.25        99.28       660.50
  660.75         19.24         0.88         0.69         0.75         0.70      -999.25      -999.25        79.98      -999.25      -999.25        99.28       660.75
  661.00         19.94         0.86         0.66         0.71         0.65      -999.25      -999.25        81.12      -999.25      -999.25        99.28       661.00
  661.25         17.15         0.84         0.69         0.71         0.68      -999.25      -999.25        82.57      -999.25      -999.25        99.28       661.25
  661.50         14.37         0.83         0.67         0.74         0.68      -999.25      -999.25        86.21      -999.25      -999.25        99.28       661.50
  661.75         12.94         0.79         0.63         0.65         0.68      -999.25      -999.25        89.05      -999.25      -999.25        99.28       661.75
  662.00         15.48         0.73         0.50         0.55         0.44      -999.25      -999.25        87.53      -999.25      -999.25        99.28       662.00
  662.25         10.90         0.74         0.53         0.54         0.50      -999.25      -999.25        87.56      -999.25      -999.25        99.28       662.25
  662.50         11.50         0.85         0.66         0.72         0.64      -999.25      -999.25        88.16      -999.25      -999.25        99.28       662.50
  662.75         12.09         0.86         0.67         0.73         0.65      -999.25      -999.25        90.56      -999.25      -999.25        99.28       662.75
  663.00         14.66         0.86         0.66         0.74         0.65      -999.25      -999.25        92.87      -999.25      -999.25        99.28       663.00
  663.25         22.44         0.87         0.66         0.73         0.64      -999.25      -999.25        92.95      -999.25      -999.25        99.28       663.25
  663.50         26.96         0.87         0.67         0.74         0.65      -999.25      -999.25        92.55      -999.25      -999.25        99.28       663.50
  663.75         30.70         0.87         0.65         0.70         0.64      -999.25      -999.25        90.27      -999.25      -999.25        99.28       663.75
  664.00         31.55         0.87         0.66         0.72         0.64      -999.25      -999.25        90.64      -999.25      -999.25        99.28       664.00
  664.25         32.40         0.87         0.66         0.70         0.62      -999.25      -999.25        93.25      -999.25      -999.25        99.28       664.25
  664.50         28.54         0.87         0.66         0.72         0.65      -999.25      -999.25        94.51      -999.25      -999.25        99.28       664.50
  664.75         30.11         0.87         0.65         0.70         0.63      -999.25      -999.25        92.22      -999.25      -999.25        99.28       664.75
  665.00         35.49         0.89         0.69         0.79         0.64      -999.25      -999.25        91.03      -999.25      -999.25        99.28       665.00
  665.25         35.00         0.88         0.69         0.74         0.66      -999.25      -999.25        91.11      -999.25      -999.25        99.28       665.25
  665.50         34.50         0.88         0.67         0.75         0.66      -999.25      -999.25        86.78      -999.25      -999.25        99.28       665.50
  665.75         38.47         0.88         0.68         0.77         0.64      -999.25      -999.25        92.92      -999.25      -999.25        99.28       665.75
  666.00         24.36         0.87         0.67         0.76         0.69      -999.25      -999.25        93.71      -999.25      -999.25        99.28       666.00
  666.25         24.51         0.87         0.67         0.72         0.64      -999.25      -999.25        93.00      -999.25      -999.25        99.28       666.25
  666.50         22.94         0.86         0.66         0.71         0.63      -999.25      -999.25        95.08      -999.25      -999.25        99.28       666.50
  666.75         24.84         0.86         0.65         0.72         0.60      -999.25      -999.25        93.57      -999.25      -999.25        99.28       666.75
  667.00         26.74         0.86         0.65         0.73         0.62      -999.25      -999.25        97.82      -999.25      -999.25        99.28       667.00
  667.25         37.20         0.86         0.68         0.74         0.64      -999.25      -999.25        98.19      -999.25      -999.25        99.28       667.25
  667.50         32.99         0.84         0.62         0.65         0.64      -999.25      -999.25        92.69      -999.25      -999.25        99.28       667.50
  667.75         25.00         0.83         0.61         0.65         0.61      -999.25      -999.25        85.02      -999.25      -999.25        99.28       667.75
  668.00         24.20         0.85         0.63         0.68         0.61      -999.25      -999.25        85.26      -999.25      -999.25        99.28       668.00
  668.25         22.03         0.86         0.63         0.69         0.62      -999.25      -999.25        86.89      -999.25      -999.25        99.28       668.25
  668.50         19.86         0.86         0.64         0.69         0.63      -999.25      -999.25        86.70      -999.25      -999.25        99.28       668.50
